extract_id,journal_no,date,speech_type,speaker,speaker_stand,addressee,addressee_stand,controlling_stand,extract
1640,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"if bakers are allowed to discriminate, then the LGBTIQ would also be discriminated against in schools, health care and other aspects of social and economic life. business establishments, like bakeshops, which are issued business permits to provide certain products and services to customers but would deny such products or services to customers on the basis of their SOGIE, would be committing a discriminatory act under the measure."
1652,1.69,3/1/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"Assuming that an establishment is owned by members of the gay community if the owner would also be penalized if a couple, a man and a woman, would be denied services by the establishment"
1657,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,the act ofdenying a service on the basis ofSOGIE constitutes a discriminatory act that is prohibited under the bill. it is the nature ofa business to commit to offer its services to the public as a whole.
1663,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,whether all people have SOGIE
1664,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,", it is part ofhuman nature as human beings to have sexual orientation. She said that everyone has gender identity which would differ only on how one would express oneself and whom to love."
1670,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,whether the measure is an anti-discrimination law for all
1672,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,it is a measure for all regardless of the person’s SOGIE.
1675,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,"the bill focuses on SOGIE, and he asked why an anti-discrimination law for all cannot be enacted instead"
1678,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"different minorities need different types of protective mechanisms and the framework of the bill is mainly prohibition of discriminatory acts. listed as the most common violates committed against the LGBTIQ in the different human rights contexts, prompting the UN Human Rights Council to appoint an independent expert for LGBT rights the UN High Commissioner saying that deeply embedded homophobic attitudes, often combined with lack of adequate legal protection against discrimination on grounds of sexual orientation and gender identity, have exposed many LGBT people of all ages and in all regions of the world to egregious violates of their human rights. the SOGIEbased anti-discrimination bill is for all individuals regardless of SOGIE and she stressed the need to pass a SOGlE-specific anti-discrimination bill that is different from other anti-discrimination laws for other minorities because there are different bases of discrimination which require and demand different protective mechanisms. different minorities, such as racial and ethnic groups or religion organizations, require different frameworks for protection and these protections were already manifested in the anti-discrimination policies of the Magna Carta for PWDs, the Indigenous Peoples’ Rights Act and the Magna Carta of Women. She believed that it is also time to protect the LGBTIQ comprehensive bill, standing alone and employing protective frameworks in that one law, might not be effective enough for the protection ofthe LGBTIQ who are sought to be embraced by protection from discriminatory acts, which the bill seeks to provide."
1717,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,the measure should not claim to be an antidiscriminatory law for all when it only applies SOGIE.
1719,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,SOGIE is an aspect of every human being.
1721,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,whether members of the cultural minorities are covered by the law
1723,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"they are covered as persons with SOGIE and not as people of specific ethno-linguistic identity if the discriminatory act committed against them is not listed as among the acts in the SOGIE measure, then they should voice out their grievance through the IPRA because the discrimination against them would be on different grounds."
1730,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,"the measure must be clarified to mean that it is solely for SOGIE and not claim that it is for everybody, otherwise, it would lose its impact."
1734,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"it would not lose its impact, insisting that everybody has SOGIE in the absence ofa specific law, the LGBTIQ are the majority that are being discriminated against because of their SOGIE. most ofthe data about SOGIE-based discrimination are about their sufferings or about violates committed against them."
1744,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,"Citing Section 5 of the measure. the terms “lesbians, gays, bisexuals, transgenders, intersex and queers” are practically new terms that were not defined in the bill. the definition ofthe term “queer,”"
1749,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"the term “queer” refers to people for whom it is immaterial to define what their gender, identity or sexual orientation may be. As to the gender ofthe person they love it may depend on the two of them, either between two people of whatever SOGIE in the end it is all about love she finds it so beautiful what Filipino queers are teaching which underlines all the best philosophies and spiritualities not only ofFilipinos but of humanity."
1759,1.69,3/1/2017,interpellation,Sotto,Against,Hontiveros,In Favor,Against,during his interpellation on the measure. Senator Hontiveros defined “queer” differently. give an example ofa person who is queer
1764,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Sotto,Against,Against,"it is the person who should describe himself or herself as queer since the term could not be called out to anyone a person’s revelation ofwho he/she is must be respected, however they define themselves. Acknowledging that in the old context the definition of“queer” meant strange or odd the new definition came from people who define themselves as such."
1773,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,"if the word is not defined in the law, people would refer to the dictionary for the definition of “queer,"
1775,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,it was the reason why she accepted the correction made earlier which was to include “queer” in the bill's definition of terms.
1778,1.69,3/1/2017,reply to interpellation,Villanueva,Against,Pimentel,Silent,Against,"from a conventional viewpoint, “queer” means strange"
1779,1.69,3/1/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"or odd, unusually different of a questionable nature or character, suspicious, or shady, so that if he were to be describe as queer, he would feel offended."
1782,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"even if the dictionary has defined the word outside the expanded context of the bill, being “queer” is not an insult because it is how the SOGIEs define themselves and their relationships which may either be a positive or negative identity hoped that the meaning of “queer” in the dictionary would eventually be expanded to better educate the reading public there is, in fact, the existence of a Queer Theory which is an approach to a cultural study that rejects traditional categories of sexuality. it would be another very interesting and important field of expanded understanding on what it means to be human in different gender expressions."
1797,1.69,3/1/2017,interpellation,Sotto,Against,Hontiveros,In Favor,Against,"by defining the word “queer,” the proposed measure would be creating its own meaning in the law to which he would definitely object. Although other terms like “lesbian,” “gay,” “bisexual,” “transgender,” and “intersex,” could be defined under the law, he pointed out that the word “queer” has a different meaning as far as the world is concerned."
1805,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Sotto,Against,Against,"even the word “straight” is defined as two points connected by a line, but that geometry alone cannot define what it means to be human; otherwise, everyone would find difficult in identifying themselves with fellow human beings. hoped that in the course of the interpellation, there would be an opportunity to embrace the definition of“queer” like how the definitions for LGBT were accepted."
1815,1.69,3/1/2017,interpellation,Sotto,Against,Hontiveros,In Favor,Against,"placing on record how a queer person could be identified as well as his/her external manifestations, considering the possibility that a person asserting that he/she is queer might abuse the provisions of the bill."
1820,1.69,3/1/2017,interpellation,Hontiveros,In Favor,Sotto,Against,Against,as for any
1821,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Sotto,Against,Against,"SOGIE, it is up to the person to define whether or not he/she is queer considering that by its definition, gender expressions vary in every individual."
1824,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,a prohibited act under the law is being invoked by the person by simply claiming to be queer although there is no physical manifestation and the queemess is all in that person’s mind
1828,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"there may be physical manifestations, and the expressions may vary based on the definition ofwhat it means to be queer. On the possibility ofabuses. there are 21 cities, municipalities, provinces and barangays that have anti-discrimination ordinances, even going ahead ofa SOGIE-based anti-discrimination law in the country, for instance, Quezon City, which was the first to address discrimination in employment in 2003 until 2014 w'hen its comprehensive SOGIE-based anti-discrimination ordinance was expanded to include housing and educate, among others. Also, she mentioned Cebu City, which was the first to issue a comprehensive anti-discrimination SOGIE-based ordinance in 2012. in said areas where anti-discrimination ordinances have been in effect for the last 14 years, there was not one complaint for abuse ofthe ordinance the focus of the bill is the discriminatory act and not the actual SOGIE ofa person."
1849,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,how one would know if another person is queer
1851,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"queemess is an attitude that varies in every individual considering their different gender expressions; hence, if there was no intent on the part ofthe person to violate the rights ofthe another because of his/her SOGIE, then there is no crime or discriminatory act to complain about."
1857,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,"since the proposed bill is a special law, the act which would violate the law is punishable since intent is not necessary'"
1861,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,the bill does not grant new or special rights to persons but simply seeks to give the force oflaw to the constitutional and international human rights and humanitarian law mandates.
1866,1.69,3/1/2017,reply to interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,"the bill, being a special law, is outside of the Revised Penal Code."
1868,1.69,3/1/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,commended Senator Hontiveros for extensively tackling the measure in all its angles and scenarios. reverted to his example of a bakeshop owner who refused to create a wedding cake design of two men as cake toppers because it was against his religion belief how the State would address the issue
1876,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the bakeshop owner could not be coerced to produce the cake, but to deny access to products would be a discriminatory act punishable under the bill because a bakeshop as a business establishment should produce the cake because the business permit classifies the establishment as a bakeshop and, as such, should produce the cake for the general public, including customers who belong to a particular SOGIE."
1885,1.69,3/1/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"in the example, the bakeshop owner was simply exercising his religion beliefs."
1888,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,such instance will not materialize under the bill in the same manner that it was ruled as discriminatory by Judge Robert N. Spencer ofthe Colorado Office of Administrative Courts in the United States.
1892,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,"why same sex marriage was used as an example, and whether the bill was copied from the Colorado law."
1895,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,she was only giving a better example
1897,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,"the example should be changed inasmuch as same sex marriage is not recognized in the Philippines. the Colorado law must not be mentioned unless it is an exact copy of the bill, noting that it is useless to debate on sample cases which are not applicable."
1904,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"the anti-discrimination bill was not copied from the Colorado law while specific circumstances of the example are not applicable, the principles may apply because the policy was that there should be no discrimination against customers on the basis of their SOGIE, and the bakeshop owner’s religion belief is not pertinent to the conduct of his/her business."
1913,1.69,3/1/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,the Body be given an e.xample of a situation that could possibly arise in the Philippine setting since the country does not have a same sex law.
1917,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"concern over how the lines could be drawn with regard to respecting the rights of establishments and the rights of people with a different SOGIE. For instance if a bakeshop is allowed to deny products and services to customers because of their SOGIE, it might open the door for private hospitals, ambulance services, commercial establishments and transportation companies to also discriminate against them. the bill seeks to set up the protective and preventive mechanism as well as the prohibitions and redress ofgrievance for all people regardless of their SOGIE, particularly for a greater number within the group who are LGBTIQ who suffer the most discrimination."
1932,1.69,3/1/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"the big difference between being denied medical services and being denied putting two male figurines in a wedding cake. he would continue to promote equality ofrights and like his father who is a passionate human rights defender, he would not allow himself to be part ofany advocacy in the Senate that would promote inequality. commended Senator Hontiveros for confirming that the Senate was not coming up with a special law that would offer special treatment to any particular sector."
1945,1.69,3/1/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"importance ofallowing any individual ofwhatever SOGIE to have the same recognition and protection in identifying and relating, as had been progressively done over the past decades, for other basic human rights, including social services in the Philippines."
1950,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"Due to miscommunication and misinformation disseminated in social media received an unbelievable number of bashings following his last interpellation on the proposed Anti-Discrimination Act he was fully supportive of any measure that will promote anti-discrimination and that he, in fact, coauthored the measure Denying that he had never experienced discrimination he had, in fact, encountered situations of being di.scriminated against, such as, for instance, being the son of a religion leader studying at the University of Santo Tomas and being a short guy in the world of basketball sports. he did not raise the issue of the United States incident involving a cake owner who had been accused of discriminating against a gay couple but that he merely reacted to it. even Senate President Pimentel had suggested not to discuss the U.S. incident because the Philippines does not have any laws on same sex marriage. belied reports that he would no longer interpellate on the measure, saying that he was not affected nor intimidated by such tactics. he and the Sponsor share the same vision for the bill to accord equal protection for the Filipinos; however, there are issues yet to be settled his understanding of Section 5(g) of the bill, which prohibits denying an application or revocation of any government documents or licenses necessary to exercise a profession, business, or any other legitimate calling, is that it does not intend to alter existing marriage laws if the Sponsor would be amenable to an amendment to explicitly state that marriage license shall not be included."
1991,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"such an amendment would be superfluous since Section 5(g) pertains to the exercise of profession, business or other legitimate calling, and marriage does not fall in any of those categories. it is not the intent of the bill to provide for same-sex marriage."
1999,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,if a marriage license is considered a government license
2002,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,there would be no harm in explicitly stating in the bill its exclusion from the prohibitions.
2005,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the bill should only have one topic and be economical in language and meaning in order that it remains focused on the subject it would be superfluous to put a reference to marriages since it is not in the letter, nor in the spirit, of the bill to provide for same-sex marriage."
2011,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"agreed, but he expressed the importance of specifying that the measure does not, in any way, espouse same-sex marriage."
2014,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"her willingness to consider a proposed amendment, at the proper time, on specifying marriage license in the provision."
2017,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"present laws, society recognizes only the male and female genders in their consequent gender roles and functions laws have been passed and continue to exist to protect the current appreciation and prevailing understanding of gender and sexuality. In the passage of the SOGIE bill into law, if it would entail changing, modifying or altering the existing laws within the non-SOGIE understanding of gender and equality"
2028,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"laws should be progressive, cognizant of the complexities of human experience, not blind to the rights of minorities, and should protect the human rights of all. the country’s existing laws are generally still located within the current non-SOGIE understanding of gender and sexuality, still limited to sex, and not understanding and making legal and, therefore, providing a societal room for a fuller understanding of sex and gender other laws could also benefit from a review and possible improvement by amendment"
2041,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"in the previous interpellation. Senator Hontiveros mentioned that the country already has several anti-discrimination ordinances in place.  the data, specifically those that exclusively pertain to SOGIE-based discrimination."
2047,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the following local government units with such ordinances: 13 cities — Angeles, Antipolo, Bacolod, Batangas, Butuan, Candon, Dagupan, Mandaue. Quezon, Puerto Princesa, Vigan, and Cebu and Davao; the Municipality of San Julian in Eastern Samar; Barangays Bagbag, Greater Lagro and Pansol in Quezon City; and the provinces of Agusan del Norte, Batangas, Cavite and Dinagat Islands. She further clarified that all are SOGIE-spccific, anti-discrimination ordinances. first ordinance was passed in Quezon City in 2003 which was primarily focused on anti-discrimination in employment, and was further expanded in 2014 to include anti-SOGIE-based discrimination in terms of housing and educate, while Cebu City was the first to pass a comprehensive anti-discrimination ordinance in 2012."
2065,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"according to the data in his possession, seven out of 29 anti-discrimination ordinances pertain exclusively to SOGIE, while the remaining 14 ordinances comprehensively cover other forms of discrimination which include religion, age, ethnicity and disability. proposal for a comprehensive anti-discrimination measure."
2073,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"some of the ordinances are comprehensive in nature since they included prohibitions in addition to SOGIE the passage of a SOGlE-specific anti-discrimination bill is not to the exclusion of a comprehensive one. different sectors experience discrimination under particular circumstances, necessitating specific protective mechanisms persons with disabilities, women, and senior citizens experience different kinds of discrimination and, thus, need specific protective laws there are discriminations specific to SOGIE, like conversion therapy which is exclusively used against LGBTIQ children which is a form of abuse"
2088,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,if there had been cases of discrimination filed in the LGUs pursuant to their respective ordinances
2091,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"in earlier interpellations, she mentioned that there have been several cases of discrimination such as that of Jennifer Laude in Olongapo City, LGBT hate crimes that were documented in the 2014 Philippine Country Report on “Being LGBT in Asia” sponsored by the UNDP and USAID, denial of entry in establishments against Inday Garutay and BB Gandanghari, SOGIE-based employment discrimination against transwomen as documented in Alegre Psychological Perspectives and Development of the Transexual Women; and other cases, likewise mentioned in “Being LGBT in Asia Report,” which alleged that some call centers hire LGBT people because they are unable to legally marry and they forfeit legal benefits enjoyed by married people such as maternity leaves, while lesbians who are masculine in appearance are hired to do male jobs even if they are given the same lower wages as heterosexual females which, to her, constitutes double discrimination. there have been cases of SOGIE-based discrimination in educate, such as that of Hender Gercio and Heart Dino at UP Diliman As regards cases specifically on a SOGIE-based discrimination ordinance a discrimination complaint is currently being prepared and would be filed in Quezon City"
2117,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,why there was a need for a SOGlE-specific measure when there could be a comprehensive anti-discrimination measure
2120,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"it would still be necessary to pass a SOGlE-specific anti-discrimination measure because only such a law could actually criminalize and apply criminal penalties to what are not yet considered as SOGlE-specific anti-discriminatory acts. under various existing laws, there may be administrative and civil penalties for certain acts but there are still no criminal penalties for SOGlE-specific discriminatory acts"
2130,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,the range of penalties specified in the ordinances vis-a-vis the penalties in the proposed measure.
2133,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"she was still putting together the data on penalties in the LGU ordinances penalties in the bill would range from a fine of not less than P I00,000 to not more than P250,000, or imprisonment of not less than one year but not more than six years for certain groups of discriminatory practices for outhers, it would be penalized by a fine of not less than P250,000 but not more than P500,000 or imprisonment of not less than six years but not more than 12 years. the acts of discrimination enumerated in the bill are akin to the crimes penalized under the Revised Penal Code, such as unjust vexation and physical injuries. She opined that the criminal penalties are not excessive as even the Labor Code provides for criminal liabilities As regards the penalties provided under LGU ordinances under the Iloilo ordinance, the fine would be P2,000 on the first conviction; a fine of P3,000 or imprisonment for not more than 45 days on the second conviction; and a fine of P5,000 or imprisonment from three months to one year on the third conviction.."
2158,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,Section 3 of the bill define stigma as “the dynamic devaluation and dehumanize of an individual in the eyes of others which may be based on attributes that are arbitrarily defined by others as discreditable or unworthy and which result in discrimination when acted upon.” what the basis would be of identifying whether stigma exists or not and whether one’s perception was sufficient basis to corroborate the presence of stigma
2168,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"perception has been an important input into the crafting of the bill because of the years of experience of individuals from the LGBT community due to such kind of stigma the bill goes beyond mere perception and that on the basis of the documented experiences, it resulted in the list of discriminatory acts which are considered as manifestation of stigma"
2177,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"who determine whether there is a manifestation of stigma when he was trying out as a member of the UST basketball varsity team, he thought that he was discriminated against by his colleagues who would laugh at him by merely looking at his height what constitutes stigma and who determine whether stigma exists"
2185,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"Section 5 of the bill provides for at least five concrete examples of stigma or discrimination, such as promoting and encouraging stigma on the basis of SOGIE in the media; including SOGIE, as well as the disclosure of sexual orientation, in the criteria for hiring in an employment setting; refusing admission or expelling a person from any educate or training institution on the basis of SOGIE; imposing disciplinary sanctions harsher than customary punishments; and refusing or revoking the accreditation of any organization solely on the basis of the SOGIE of their members. such are very concrete and identifiable practices."
2199,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,who would provide the burden of proof
2200,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the bill would follow the legal principle on burden of proof that whoever alleges must prove and from there, it would be a matter of evidence. there are service standards among private companies and codes of ethics for professionals so that when LGBTIQ are treated differently from the general public, then there is discrimination. providing for a different kind of SOGIE would constitute discriminatory practices and stigma according to very concrete indicators."
2213,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,a certain hotel guest was given a room which he or she considered unpleasant. Supposing the person invoked that he or she was given an inferior service because of SOGIE and was therefore a victim of discrimination how the supposedly inferior service would be determined in connection to the SOGIE of the guest
2221,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the person who alleges must prove by matter of evidence regarding inferior services, one clear reference would be management systems and standards particular to the industry there is a promulgation and adoption of consumer products standards and a National Consumer Affairs Council headed by the DTI, which may set SOGIE-inclusive standards."
2230,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,On the matter of discrimination in educate institutions whether an educate institution may insist on classifying a student based on his or her biological sexual assignment
2236,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the school may require the student to be identified based on his or her biological assignment, but exclusive schools for boys or girls should allow transgenders to be admitted; an all-boys school should allow transmen to be enrolled, while an exclusive girl school should allow transwomen in"
2242,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,whether a religion educate institution that consider same-sex relationship as a sin could promote such values among its students and whether it is considered a discriminatory practice for the school to discourage same-sex marriage.
2248,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"such actions would constitute acts of discrimination and promotion of stigma against the LGBT community the educate institutions remain to be educate institutions, and that educate in the Philippines is imbued with public interest and is the institution in charge, second only to the homes, with values formation teaching a child in an educate institution that homosexuality is a sin is an act of discrimination the children should be taught to respect others and to be conscientious human beings."
2261,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,how Senator Hontiveros envisions to protect the right of the institution with regard to freedom of religion
2264,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the bill does not infringe on the right to exercise religion freedom; it does not force anyone or any institution to change his or her belief on homosexuality However one cannot be denied of his or her human right to educate, thus, a child or young person should be admitted to an educate institution regardless of his or her SOGIE as long as he or she academic qualifies."
2274,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"religion educate institutions could also insist that it is the right of the student or client to choose what particular school he or she wants to enroll in his experience upon enrolling at the University of Santo Tomas when he was asked by his religion teacher why he, the son of Bro. Eddie Villanueva, was enrolling in a Catholic university."
2283,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"Senator Villanueva was not asked or forced to leave UST on the grounds of religion non-discrimination, a student, if academic qualified, should be able to study in an institution of his choice, in the same way that a young person of whatever SOGIE should also be allowed to study in an institution in which he or she is academic qualified."
2291,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"Adverting to Section 5(c) of the bill as part of the discriminatory practices how to reconcile a school’s right to exercise its religion belief and the bill’s provision that prohibits educate institutions from refusing to accredit any LGBT organization when he was still a member of the House of Representatives, he raised such particular issue during the budget deliberation of the Commission on Higher educate, particularly the budget of TUP and PNU, whose leadership refused to accredit organizations like the Kristiyanong Kabataan Para Sa Dayan Movement of which he was the national chairman at that time he was asking about the rights and academic freedom on the part of the religion educate institutions. whether religion educate institutions could refuse to recognize LGBT student organizations because religion dictates it"
2311,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"it is not what religion teaches the people and beyond. religion educate institutions are educate institutions and educate is about empowering the students and developing in them civic consciousness through establishing and joining organizations she is proud that the students then and at present are organizing for their advocacies. To cite an example there are already small but growing numbers of Catholic educate institutions of higher learning or tertiary educate that have accredited LGBT organizations. the SOGlE-specific anti-discrimination bill is not an impossibility in the country' because even in a private, religion educate system, the questions discussed are already being answered in real life."
2329,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,the importance of coming up with a comprehensive anti-discrimination measure. he Just got a text message from someone from a Catholic school asking if the bill is removing the rights of Catholic schools from teaching their doctrine
2336,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"being a product of Catholic educate herself, she could not contemplate advancing the rights of the country’s population by diminishing or degrading the rights of the same population there are Catholic tertiary educate institutions that have accredited LGBT organizations in their ranks"
2344,1.78,5/8/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,support for the particular provision but he cautioned against forcing the religion groups to change their minds but simply to adhere to whatever the Congress would decide
2348,1.78,5/8/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"Justice Frankfurter who opined that “academic freedom’’ is “an atmosphere in which there prevail the four essential freedom of university' to determine for itself on academic government grounds who may teach, what may be taught and who may be admitted to study. Not SOGIE or any other grounds, but on academic grounds.” as regards the very particular group of religion educate institutions Senate Bill No. 1271 does not cover seminaries or convents, which are religion institutions. May 17 is IDAHO Day, or International Day Against Homophobia she looked forward to the celebration of IDAHO Day within the month of May all over the world, the Body could continue the process of considering the SOGlEspecific anti-discrimination bill"
2366,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"whether a religion institution that would not impose but promote its religion beliefs on the issue of same-sex relationships, would be committing a discriminatory act under the bill"
2371,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the bill does not contemplate anything related to same-sex marriage teaching against LGBT relationships, as one expression ofsexual orientation and gender identity, would be akin to homophobia. it would be tantamount to discrimination if the LGBT students would be punished for being who they are or for being in a relationship with those whom they are attracted to or love by way of disciplinary action."
2382,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,a religion teacher in a Catholic university would continue to teach the students not to engage in same-sex marriage. if it would it would be considered as discrimination on the part of the teacher.
2387,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,an educate setting should be where humanistic educate is contemplated.
2390,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"even the Constitution honors religion freedom being discriminated against and called a son of a religion leader, a son of a fundamentalist” by his teacher and that although he felt discriminated, he also understood it because ofthe kind offaith or doctrine being taught in the institution, and at that time, there was no law that he could resort to. religion institutions believe and preach, as part of their faith, not to promote same-sex relationship. If a student would feel attacked in that particular setting, he asked if the student would have the right to file charges against the professor or institution, although cursing or name-calling would obviously make the professor liable"
2405,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the choice of one’s faith, how one sees oneself, and how one relates to God is part of being a human being, and teaching that such belief is wrong or less than another, similar to teaching homosexuality as a sin, is a promotion of stigma and a form of discrimination children should be taught not to be homophobic, in the same way that they are taught not to be racist or misogynistic expressed hope that educate institutions, including religion ones, would partner with parents to teach the children to be conscientious human beings and respectful of others."
2419,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"while he respects the points raised by Senator Hontiveros, there is also the need to understand the importance of religion and academic freedom. a student who was bom male but is inclined to being female would be addressed by the teacher as “Miss” and the class would laugh. if it would also constitute a violate."
